Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,Space,OBPM,DBPM,BPM,VORP
1,Alex Abrines\abrinal01,SG,23,OKC,16,201,5.6,.487,.677,.169,1.1,7.1,4.2,4.8,1.2,0.4,15.7,17.6,,-0.2,0.1,0.0,-0.008,,-3.7,-2.6,-6.3,-0.2
2,Quincy Acy\acyqu01,PF,26,DAL,6,48,-1.1,.355,.471,.176,4.4,15.3,9.5,0.0,0.0,0.0,9.8,19.8,,-0.1,0.0,-0.1,-0.120,,-9.7,-5.6,-15.4,-0.2
3,Steven Adams\adamsst01,C,23,OKC,20,627,14.5,.596,.000,.376,10.2,17.4,13.9,3.0,1.9,2.4,17.9,15.2,,0.7,0.9,1.6,.120,,-1.8,1.3,-0.6,0.2
4,Arron Afflalo\afflaar01,SG,31,SAC,19,498,9.9,.531,.291,.269,1.2,10.0,5.6,7.1,0.6,0.2,2.6,13.8,,0.6,0.1,0.7,.071,,-1.0,-1.9,-2.9,-0.1
5,Alexis Ajinca\ajincal01,C,28,NOP,9,108,7.3,.417,.000,.121,8.9,21.8,15.4,1.4,0.5,3.7,12.6,16.4,,-0.1,0.1,0.0,-0.009,,-8.1,-0.7,-8.9,-0.2
6,Cole Aldrich\aldrico01,C,28,MIN,20,256,14.7,.573,.000,.295,11.2,25.4,18.0,5.6,2.5,4.0,9.1,9.3,,0.5,0.4,0.8,.156,,-0.7,2.6,1.9,0.3
7,LaMarcus Aldridge\aldrila01,PF,31,SAS,18,593,18.1,.544,.071,.314,6.3,17.1,11.7,8.6,1.0,2.5,8.5,24.7,,0.9,0.6,1.6,.126,,-0.3,-0.3,-0.5,0.2
8,Lavoy Allen\allenla01,PF,27,IND,19,294,6.8,.336,.020,.118,10.1,11.5,10.8,9.4,1.0,2.0,11.5,9.0,,-0.1,0.2,0.1,.024,,-3.7,1.1,-2.7,0.0
9,Tony Allen\allento01,SG,35,MEM,14,339,11.8,.463,.100,.227,9.4,12.2,10.7,6.6,3.5,2.3,14.2,19.0,,-0.2,0.6,0.4,.054,,-3.0,2.4,-0.6,0.1
10,Al-Farouq Aminu\aminual01,SF,26,POR,8,209,8.0,.372,.581,.242,3.7,24.4,14.0,8.3,2.8,2.6,14.9,16.8,,-0.4,0.2,-0.2,-0.049,,-4.7,1.4,-3.4,-0.1
11,Chris Andersen\anderch01,C,38,CLE,8,71,10.6,.449,.176,.706,12.7,20.8,16.9,9.7,1.4,3.3,18.3,16.7,,0.0,0.1,0.1,.066,,-3.7,1.7,-2.0,0.0
12,Alan Anderson\anderal01,SF,34,LAC,2,14,5.0,.500,.667,.000,8.2,7.8,8.0,10.9,0.0,0.0,14.3,22.3,,0.0,0.0,0.0,.033,,-0.2,-3.3,-3.5,0.0
13,Justin Anderson\anderju01,SF,23,DAL,19,385,12.5,.484,.368,.316,6.4,17.2,11.4,8.2,1.9,2.4,12.4,21.5,,-0.1,0.5,0.4,.044,,-3.0,1.1,-1.9,0.0
14,Kyle Anderson\anderky01,SG,23,SAS,17,249,9.8,.492,.222,.167,4.2,18.1,11.2,7.9,2.5,1.7,15.3,8.5,,0.1,0.4,0.4,.082,,-2.1,2.9,0.8,0.2
15,Ryan Anderson\anderry01,PF,28,HOU,20,623,13.2,.569,.570,.158,6.9,13.1,10.0,4.9,0.6,0.3,8.5,17.9,,1.2,0.1,1.3,.097,,1.7,-3.0,-1.3,0.1
16,Giannis Antetokounmpo\antetgi01,SG,22,MIL,18,620,26.9,.596,.147,.425,5.0,21.9,13.6,31.0,3.1,5.7,15.5,28.3,,1.6,1.3,2.9,.228,,4.7,5.0,9.7,1.8
17,Carmelo Anthony\anthoca01,SF,32,NYK,19,645,19.4,.539,.312,.248,3.0,16.7,9.9,13.3,1.7,0.7,8.5,29.2,,1.1,0.4,1.5,.114,,2.4,-2.1,0.3,0.4
18,Trevor Ariza\arizatr01,SF,31,HOU,20,673,15.3,.593,.718,.109,2.5,14.3,8.4,9.1,3.1,0.5,7.4,14.7,,1.3,0.6,1.9,.137,,3.2,0.5,3.6,0.9
19,Darrell Arthur\arthuda01,PF,28,DEN,7,93,7.5,.514,.444,.000,3.4,11.4,7.4,8.5,0.5,0.8,14.3,18.9,,0.0,0.0,0.0,.009,,-2.2,-2.1,-4.3,-0.1
20,Omer Asik\asikom01,C,30,NOP,20,366,11.6,.571,.000,.558,10.2,27.8,19.0,4.2,0.4,1.8,14.5,9.2,,0.5,0.4,0.9,.116,,-3.5,1.0,-2.6,-0.1
21,D.J. Augustin\augusdj01,PG,29,ORL,20,395,13.5,.548,.507,.250,0.5,6.0,3.2,26.1,0.9,0.0,13.8,22.2,,0.4,0.3,0.7,.089,,0.7,-3.6,-3.0,-0.1
22,Luke Babbitt\babbilu01,SF,27,MIA,19,302,6.1,.465,.699,.084,1.7,10.9,6.2,4.4,1.2,0.3,8.5,13.9,,-0.1,0.3,0.2,.025,,-2.5,-1.0,-3.5,-0.1
23,Ron Baker\bakerro01,SG,23,NYK,4,34,10.3,.396,.538,.154,3.2,3.2,3.2,8.3,4.4,2.4,6.7,18.9,,0.0,0.0,0.0,-0.007,,-2.1,-0.2,-2.3,0.0
24,Wade Baldwin\baldwwa01,PG,20,MEM,14,234,7.4,.378,.206,.206,3.4,11.5,7.3,26.0,2.7,2.0,22.1,18.6,,-0.5,0.3,-0.2,-0.035,,-5.5,1.4,-4.1,-0.1
25,Leandro Barbosa\barbole01,SG,34,PHO,19,232,12.9,.502,.213,.067,1.8,9.7,5.6,15.6,1.2,0.0,3.2,17.0,,0.3,0.1,0.4,.078,,-0.8,-2.5,-3.3,-0.1
26,J.J. Barea\bareajo01,PG,32,DAL,9,298,17.7,.543,.382,.228,1.4,11.1,5.9,30.9,1.1,0.3,11.7,24.1,,0.5,0.2,0.7,.109,,1.9,-1.5,0.5,0.2
27,Harrison Barnes\barneha02,SF,24,DAL,19,712,16.4,.523,.169,.187,3.9,14.3,8.7,6.4,1.1,0.5,6.3,26.0,,0.6,0.5,1.1,.077,,-1.1,-1.4,-2.5,-0.1
28,Matt Barnes\barnema02,SF,36,SAC,19,493,9.8,.500,.584,.182,4.5,18.1,11.3,15.9,1.4,1.7,19.6,16.7,,-0.1,0.4,0.3,.025,,-1.2,0.7,-0.5,0.2
29,Will Barton\bartowi01,SG,26,DEN,8,235,13.6,.516,.264,.363,4.0,13.1,8.5,13.4,0.6,1.0,10.2,20.9,,0.3,0.1,0.4,.074,,-0.4,-1.1,-1.5,0.0
30,Brandon Bass\bassbr01,PF,31,LAC,12,107,14.6,.587,.029,.176,6.4,11.2,8.9,7.4,0.5,1.5,7.6,16.5,,0.2,0.1,0.3,.153,,-0.7,-0.3,-1.0,0.0
31,Nicolas Batum\batumni01,SG,28,CHO,19,657,14.4,.517,.500,.324,2.5,18.7,10.7,24.9,1.6,1.1,15.4,19.8,,0.4,0.9,1.3,.092,,0.3,1.3,1.7,0.6
32,Jerryd Bayless\bayleje01,PG,28,PHI,3,71,9.5,.453,.156,.313,4.7,13.7,9.3,30.9,0.0,0.0,19.8,28.4,,-0.1,0.0,-0.1,-0.074,,-4.4,-3.4,-7.8,-0.1
33,Aron Baynes\baynear01,C,30,DET,21,345,9.3,.542,.000,.487,7.0,20.6,13.9,3.2,1.0,1.9,20.6,15.1,,0.0,0.5,0.5,.075,,-4.4,1.7,-2.7,-0.1
34,Kent Bazemore\bazemke01,SF,27,ATL,21,576,10.9,.460,.364,.186,2.1,10.6,6.4,14.6,2.9,1.8,13.0,21.9,,-0.5,0.9,0.4,.033,,-3.0,1.5,-1.5,0.1
35,Bradley Beal\bealbr01,SG,23,WAS,15,517,19.3,.574,.409,.268,2.8,7.3,5.0,14.2,1.4,1.1,8.7,26.2,,1.2,0.2,1.5,.138,,3.9,-2.8,1.2,0.4
36,Malik Beasley\beaslma01,SG,20,DEN,9,54,8.7,.411,.448,.207,0.0,7.9,3.9,8.9,1.8,0.0,0.0,24.5,,0.0,0.0,0.0,.007,,-2.4,-4.1,-6.5,-0.1
37,Michael Beasley\beaslmi01,SF,28,MIL,18,281,15.5,.544,.095,.246,5.5,18.6,12.2,9.1,1.6,0.9,12.5,24.9,,0.1,0.3,0.5,.079,,-2.3,-1.8,-4.1,-0.1
38,Marco Belinelli\belinma01,SG,30,CHO,20,503,13.5,.575,.476,.193,0.6,10.3,5.5,11.7,1.5,0.7,7.2,17.2,,0.7,0.5,1.2,.113,,0.6,-0.7,-0.1,0.2
39,DeAndre' Bembry\bembrde01,SF,22,ATL,8,42,-0.5,.302,.214,.143,5.3,7.8,6.5,6.8,1.2,0.0,21.2,19.4,,-0.2,0.0,-0.2,-0.173,,-10.5,-1.5,-12.1,-0.1
40,Dragan Bender\bendedr01,PF,19,PHO,15,167,6.8,.507,.587,.065,2.5,12.1,7.1,4.3,0.6,3.3,16.0,14.1,,-0.1,0.1,0.0,-0.003,,-3.5,-0.6,-4.1,-0.1
41,Anthony Bennett\bennean01,PF,23,BRK,12,130,16.1,.510,.560,.400,8.8,24.7,16.6,8.7,1.5,0.0,6.4,20.5,,0.2,0.1,0.3,.095,,-0.1,-2.6,-2.7,0.0
42,Davis Bertans\bertada01,PF,24,SAS,16,186,12.0,.656,.750,.091,3.1,8.7,5.9,4.1,0.3,4.0,9.9,12.6,,0.3,0.1,0.4,.112,,1.4,-0.4,0.9,0.1
43,Patrick Beverley\beverpa01,SG,28,HOU,9,255,12.5,.520,.439,.140,5.8,12.2,9.0,18.6,2.3,2.3,15.4,12.1,,0.4,0.2,0.6,.110,,0.6,1.3,1.9,0.2
44,Bismack Biyombo\biyombi01,C,24,ORL,19,481,9.9,.466,.000,.722,10.3,25.1,17.6,6.0,0.4,4.4,21.8,12.4,,-0.2,0.8,0.6,.061,,-5.8,3.3,-2.4,-0.1
45,Nemanja Bjelica\bjeline01,PF,28,MIN,20,345,12.6,.540,.580,.185,3.5,20.6,11.7,10.8,2.0,1.7,14.0,18.9,,0.2,0.3,0.5,.072,,-0.1,-0.6,-0.7,0.1
46,Tarik Black\blackta01,C,25,LAL,22,343,16.7,.558,.010,.412,15.3,21.5,18.3,6.0,1.0,3.1,11.6,16.0,,0.7,0.3,1.0,.140,,-0.3,0.0,-0.3,0.2
47,Eric Bledsoe\bledser01,PG,27,PHO,20,647,19.4,.549,.283,.383,3.2,17.0,9.9,27.0,2.1,0.7,14.6,26.5,,1.0,0.5,1.5,.114,,2.8,0.1,2.9,0.8
48,Bojan Bogdanovic\bogdabo02,SF,27,BRK,19,526,14.0,.577,.439,.311,2.0,11.4,6.6,8.3,0.7,0.1,10.7,21.8,,0.7,0.0,0.7,.061,,0.0,-3.4,-3.4,-0.2
49,Andrew Bogut\bogutan01,C,32,DAL,15,389,10.9,.470,.017,.183,10.7,37.8,23.3,14.3,1.3,3.1,30.2,11.2,,-0.1,0.7,0.5,.067,,-5.6,5.5,0.0,0.2
50,Joel Bolomboy\bolomjo01,PF,23,UTA,7,15,25.1,.644,.333,.667,0.0,58.0,30.6,10.7,3.5,10.6,20.5,15.5,,0.0,0.1,0.1,.238,,-4.4,10.1,5.7,0.0
51,Devin Booker\bookede01,SG,20,PHO,19,634,13.0,.509,.288,.248,1.3,7.1,4.1,13.6,1.3,0.7,11.4,26.6,,0.1,0.2,0.3,.024,,-0.8,-2.8,-3.6,-0.3
52,Trevor Booker\booketr01,PF,29,BRK,18,496,18.8,.583,.128,.189,8.0,24.2,15.9,14.1,3.6,1.6,14.4,16.0,,0.8,0.7,1.5,.141,,0.3,3.2,3.5,0.7
53,Avery Bradley\bradlav01,SG,26,BOS,20,714,16.2,.552,.345,.101,4.1,19.9,12.0,12.1,1.5,0.6,9.3,22.1,,0.8,0.7,1.5,.099,,0.8,-0.6,0.1,0.4
54,Corey Brewer\breweco01,SF,30,HOU,20,297,8.7,.515,.413,.227,3.4,13.1,8.3,8.9,1.5,0.8,12.7,13.7,,0.2,0.1,0.3,.052,,-1.8,-1.0,-2.8,-0.1
55,Malcolm Brogdon\brogdma01,SG,24,MIL,18,373,12.0,.507,.306,.185,2.4,10.3,6.4,19.1,2.0,0.2,13.5,18.3,,0.2,0.4,0.6,.071,,-1.1,-1.4,-2.4,0.0
56,Aaron Brooks\brookaa01,PG,32,IND,16,256,12.2,.539,.430,.110,1.7,5.5,3.6,23.6,1.9,1.3,18.6,22.0,,0.0,0.2,0.2,.032,,-0.9,-2.9,-3.7,-0.1
57,Anthony Brown\brownan02,SF,24,NOP,6,76,10.7,.579,.684,.000,5.6,12.7,9.1,5.9,1.9,1.1,13.6,12.9,,0.0,0.1,0.1,.078,,-0.8,0.1,-0.7,0.0
58,Bobby Brown\brownbo02,PG,32,HOU,6,22,-19.4,.083,.333,.000,0.0,10.4,5.2,0.0,0.0,0.0,7.7,25.5,,-0.2,0.0,-0.2,-0.509,,-20.6,-8.3,-28.9,-0.1
59,Jaylen Brown\brownja02,SF,20,BOS,20,270,10.6,.491,.291,.337,5.6,10.5,8.1,7.7,1.9,2.1,11.6,18.5,,0.0,0.2,0.2,.037,,-3.0,-0.6,-3.6,-0.1
60,Nicolas Brussino\brussni01,SF,23,DAL,15,106,14.5,.574,.650,.300,4.0,15.0,9.1,22.5,2.5,2.6,18.1,12.2,,0.2,0.1,0.3,.137,,-1.0,2.4,1.4,0.1
61,Reggie Bullock\bullore01,SF,25,DET,4,42,14.6,.500,.438,.000,7.8,5.1,6.5,3.6,1.2,3.9,5.9,18.2,,0.0,0.1,0.1,.089,,-0.2,0.4,0.2,0.0
62,Trey Burke\burketr01,PG,24,WAS,14,167,8.6,.452,.121,.091,1.3,4.1,2.7,15.0,0.9,1.0,10.4,20.0,,-0.1,0.0,-0.1,-0.020,,-4.4,-3.6,-8.0,-0.3
63,Jimmy Butler\butleji01,SF,27,CHI,19,681,27.7,.608,.208,.599,5.2,14.3,9.7,19.1,2.4,0.5,8.9,27.7,,3.2,0.9,4.1,.289,,7.0,-0.1,6.9,1.5
64,Bruno Caboclo\cabocbr01,SF,21,TOR,3,11,18.5,.500,.667,.000,10.4,30.7,20.7,36.4,9.2,0.0,40.0,20.3,,0.0,0.0,0.0,.127,,1.1,7.9,9.0,0.0
65,Jose Calderon\caldejo01,PG,35,LAL,14,195,12.1,.592,.444,.074,3.3,14.3,8.7,27.1,1.2,0.4,28.3,16.9,,0.1,0.1,0.2,.038,,-0.9,-1.7,-2.7,0.0
66,Kentavious Caldwell-Pope\caldwke01,SG,23,DET,21,695,15.9,.539,.415,.210,3.3,7.8,5.6,13.1,1.8,0.4,6.9,20.6,,1.2,0.8,2.0,.136,,3.0,0.5,3.4,1.0
67,Isaiah Canaan\canaais01,SG,25,CHI,19,392,10.4,.539,.598,.197,0.5,7.7,4.1,7.8,1.8,0.2,9.3,15.3,,0.4,0.4,0.7,.090,,0.0,-1.4,-1.4,0.1
68,Clint Capela\capelca01,C,22,HOU,20,526,20.2,.619,.000,.250,11.0,25.5,18.3,4.9,0.7,6.0,11.7,18.2,,1.1,0.6,1.7,.156,,-0.6,1.1,0.5,0.3
69,DeMarre Carroll\carrode01,SF,30,TOR,16,411,15.5,.583,.577,.185,2.8,12.9,7.9,4.9,2.1,1.9,4.1,15.9,,0.9,0.4,1.3,.150,,2.9,-0.1,2.8,0.5
70,Vince Carter\cartevi01,SG,40,MEM,18,476,11.5,.508,.577,.235,2.6,15.1,8.6,11.6,1.6,1.4,8.4,17.2,,0.3,0.6,0.9,.090,,-0.1,0.3,0.2,0.3
71,Michael Carter-Williams\cartemi01,PG,25,CHI,3,45,6.6,.358,.133,.267,7.0,13.9,10.4,24.7,2.2,3.5,26.4,21.7,,-0.1,0.1,-0.1,-0.069,,-6.6,1.9,-4.7,0.0
72,Omri Casspi\casspom01,SF,28,SAC,10,181,8.2,.461,.308,.096,6.4,16.6,11.5,9.3,0.8,0.5,15.6,15.9,,-0.1,0.1,0.0,-0.007,,-3.4,-1.2,-4.6,-0.1
73,Willie Cauley-Stein\caulewi01,C,23,SAC,15,179,12.5,.584,.000,.309,5.8,11.0,8.4,3.8,1.7,3.6,13.8,18.1,,0.1,0.2,0.3,.078,,-2.7,-0.1,-2.8,0.0
74,Tyson Chandler\chandty01,C,34,PHO,12,317,14.3,.730,.000,.354,10.2,37.9,23.5,3.2,1.2,1.5,24.5,9.7,,0.5,0.4,0.8,.127,,-2.5,0.7,-1.8,0.0
75,Wilson Chandler\chandwi01,SF,29,DEN,18,561,18.7,.556,.275,.207,5.5,19.5,12.4,9.9,1.2,0.5,8.5,24.5,,1.0,0.4,1.5,.125,,1.9,-1.1,0.8,0.4
76,Marquese Chriss\chrisma01,PF,19,PHO,20,313,8.4,.496,.277,.286,5.3,15.1,10.0,5.4,1.5,2.8,17.6,20.4,,-0.3,0.2,-0.1,-0.008,,-4.2,-0.4,-4.7,-0.2
77,Rakeem Christmas\chrisra01,PF,25,IND,3,14,9.2,.338,.000,.250,7.9,15.5,11.7,9.6,0.0,6.1,0.0,13.9,,0.0,0.0,0.0,.025,,-5.8,0.9,-4.9,0.0
78,Semaj Christon\chrisse01,PG,24,OKC,19,251,5.5,.340,.188,.101,2.3,7.0,4.7,22.9,1.2,0.3,12.2,13.9,,-0.2,0.2,0.0,-0.006,,-5.4,-1.9,-7.3,-0.3
79,Ian Clark\clarkia01,SG,25,GSW,17,227,15.1,.616,.488,.167,1.6,9.5,5.8,9.9,1.3,0.7,7.2,18.4,,0.4,0.2,0.6,.128,,1.5,-2.7,-1.2,0.0
80,Jordan Clarkson\clarkjo01,SG,24,LAL,22,621,14.3,.509,.279,.171,2.6,8.3,5.4,13.0,3.0,0.4,12.3,24.9,,0.1,0.4,0.4,.034,,-0.4,-1.3,-1.7,0.0
81,Darren Collison\collida01,PG,29,SAC,11,328,16.9,.592,.250,.346,1.8,6.0,3.9,25.9,2.3,0.3,15.5,19.3,,0.6,0.2,0.8,.118,,1.5,-2.1,-0.6,0.1
82,Nick Collison\collini01,PF,36,OKC,5,22,0.3,.000,.000,.000,0.0,9.9,5.1,27.3,0.0,0.0,33.3,5.8,,0.0,0.0,0.0,-0.037,,-9.2,-2.2,-11.4,-0.1
83,Mike Conley\conlemi01,PG,29,MEM,17,547,23.4,.599,.385,.372,1.5,12.0,6.5,33.4,2.3,1.7,12.5,26.0,,1.7,0.7,2.4,.211,,5.8,0.0,5.8,1.1
84,Pat Connaughton\connapa01,SG,24,POR,9,42,16.8,.781,.286,.429,0.0,15.9,7.9,13.5,0.0,1.9,0.0,8.6,,0.1,0.0,0.1,.167,,1.0,-2.1,-1.1,0.0
85,DeMarcus Cousins\couside01,C,26,SAC,19,646,28.1,.564,.209,.466,7.9,27.4,17.7,19.7,1.8,3.4,9.9,37.1,,1.8,0.9,2.7,.200,,5.1,1.0,6.1,1.3
86,Robert Covington\covinro01,SF,26,PHI,19,522,9.0,.451,.715,.188,4.3,15.7,10.1,5.9,3.4,2.1,14.8,17.9,,-0.7,0.7,0.0,-0.004,,-2.4,1.3,-1.2,0.1
87,Allen Crabbe\crabbal01,SG,24,POR,21,584,9.5,.561,.497,.217,1.1,9.7,5.4,6.5,0.8,0.8,9.0,14.1,,0.5,-0.1,0.5,.040,,-0.4,-2.2,-2.6,-0.1
88,Jamal Crawford\crawfja01,SG,36,LAC,21,530,12.7,.521,.394,.220,0.4,6.2,3.4,12.8,1.4,0.2,8.4,22.0,,0.4,0.6,1.0,.087,,-0.1,-1.6,-1.7,0.0
89,Jae Crowder\crowdja01,SF,26,BOS,12,350,16.2,.622,.542,.117,1.6,16.4,9.0,12.1,2.0,1.2,10.6,18.0,,0.6,0.3,1.0,.133,,1.9,-0.2,1.7,0.3
90,Dante Cunningham\cunnida01,SF,29,NOP,15,353,8.0,.487,.464,.060,3.9,13.9,8.9,3.3,1.4,2.5,10.4,12.2,,-0.1,0.4,0.2,.033,,-3.3,1.1,-2.1,0.0
91,Seth Curry\curryse01,PG,26,DAL,17,475,11.6,.509,.457,.110,1.8,9.0,5.2,16.6,2.0,0.6,12.2,19.3,,0.0,0.4,0.4,.045,,-1.1,0.1,-1.0,0.1
92,Stephen Curry\curryst01,PG,28,GSW,20,672,26.2,.665,.555,.303,2.5,9.9,6.5,26.6,2.1,0.6,13.3,29.8,,2.8,0.7,3.5,.247,,8.6,-2.1,6.5,1.4
93,Troy Daniels\danietr01,SG,25,MEM,10,172,13.8,.528,.639,.181,2.0,7.1,4.4,10.5,0.9,1.1,4.9,21.7,,0.2,0.1,0.3,.095,,1.4,-3.2,-1.8,0.0
94,Anthony Davis\davisan02,PF,23,NOP,19,707,32.1,.603,.105,.495,5.3,26.3,15.8,12.5,2.4,5.8,8.1,34.2,,2.4,1.4,3.8,.259,,4.3,2.8,7.1,1.6
95,Deyonta Davis\davisde01,C,20,MEM,17,139,12.4,.565,.000,.323,11.4,17.5,14.4,2.4,0.4,6.9,14.5,13.6,,0.1,0.2,0.3,.117,,-3.8,1.7,-2.1,0.0
96,Ed Davis\davised01,PF,27,POR,21,385,9.3,.514,.000,.409,12.2,18.7,15.4,4.5,0.9,3.1,19.6,11.0,,0.3,0.2,0.4,.053,,-2.8,0.4,-2.4,0.0
97,Dewayne Dedmon\dedmode01,C,27,SAS,14,195,16.4,.496,.000,.362,13.7,31.3,22.6,1.5,2.4,8.6,12.8,14.8,,0.1,0.5,0.6,.154,,-4.1,3.8,-0.4,0.1
98,Sam Dekker\dekkesa01,SF,22,HOU,20,368,15.1,.595,.423,.135,7.1,15.9,11.5,8.3,1.8,1.3,9.8,14.3,,0.7,0.2,1.0,.128,,1.3,-0.4,0.9,0.3
99,Malcolm Delaney\delanma01,PG,27,ATL,21,349,9.6,.476,.263,.281,1.3,10.0,5.6,27.7,1.1,0.2,19.0,19.5,,-0.1,0.3,0.2,.032,,-3.9,-1.7,-5.6,-0.3
100,Matthew Dellavedova\dellama01,PG,26,MIL,18,513,11.3,.501,.388,.144,1.5,8.8,5.2,30.9,1.7,0.2,20.9,16.0,,0.2,0.4,0.6,.060,,-1.2,-2.1,-3.3,-0.2
101,Luol Deng\denglu01,SF,31,LAL,22,538,9.2,.424,.355,.181,5.2,18.3,11.6,7.6,1.8,0.6,9.1,15.5,,-0.2,0.3,0.1,.011,,-2.7,-0.2,-2.9,-0.1
102,DeMar DeRozan\derozde01,SG,27,TOR,20,714,25.6,.563,.086,.429,3.2,13.6,8.4,21.5,1.8,0.1,9.8,34.4,,2.3,0.6,2.9,.194,,3.2,-1.6,1.6,0.6
103,Cheick Diallo\diallch01,PF,20,NOP,2,7,0.0,.000,.000,.000,15.3,0.0,7.6,0.0,0.0,11.5,0.0,12.8,,0.0,0.0,0.0,-0.194,,-12.7,2.3,-10.4,0.0
104,Boris Diaw\diawbo01,PF,34,UTA,12,239,3.9,.408,.375,.104,3.5,9.6,6.7,12.2,0.7,0.0,19.3,12.4,,-0.2,0.2,0.0,-0.008,,-3.7,0.0,-3.7,-0.1
105,Gorgui Dieng\dienggo01,PF,27,MIN,20,623,14.3,.549,.062,.273,9.4,21.1,15.0,11.7,1.5,3.5,17.8,15.3,,0.6,0.6,1.2,.092,,-0.5,2.2,1.6,0.6
106,Goran Dragic\dragigo01,PG,30,MIA,15,494,17.7,.526,.249,.324,3.0,10.0,6.4,34.6,1.7,0.5,14.7,25.7,,0.7,0.5,1.2,.113,,2.5,-0.8,1.7,0.5
107,Andre Drummond\drumman01,C,23,DET,20,588,22.3,.527,.004,.329,13.3,35.6,24.5,7.2,2.8,2.9,12.6,23.7,,0.5,1.5,2.0,.167,,-1.1,3.9,2.8,0.7
108,Jared Dudley\dudleja01,PF,31,PHO,19,469,12.0,.608,.551,.263,3.1,12.9,7.8,12.1,1.5,0.7,14.9,13.8,,0.7,0.2,0.9,.091,,0.9,-0.3,0.6,0.3
109,Mike Dunleavy\dunlemi02,SF,36,CLE,14,218,6.7,.480,.684,.175,0.5,11.1,6.0,8.9,0.9,0.7,10.2,13.7,,0.0,0.1,0.1,.029,,-2.2,-1.2,-3.4,-0.1
